female_angry,female_calm,female_fearful,female_happy,female_sad,male_angry,male_calm,male_fearful,male_happy,male_sad
7.8084355e-05,0.18036334,0.09309207,0.19098693,0.5354794,3.2182492e-15,5.8278475e-09,1.2675665e-09,3.1177747e-09,1.9585946e-07
