female_angry,female_calm,female_fearful,female_happy,female_sad,male_angry,male_calm,male_fearful,male_happy,male_sad
0.1137878,0.10300003,0.1016017,0.09294041,0.12762646,0.08136722,0.09546753,0.084964626,0.10742926,0.09181492
