female_angry,female_calm,female_fearful,female_happy,female_sad,male_angry,male_calm,male_fearful,male_happy,male_sad
0.017372105,0.00012742505,0.004271619,0.004992633,0.0006642984,0.682736,0.0060905647,0.19342552,0.059057225,0.03126261
