female_angry,female_calm,female_fearful,female_happy,female_sad,male_angry,male_calm,male_fearful,male_happy,male_sad
0.081563525,0.009483391,0.18941313,0.15071929,0.1495386,0.04325184,0.0084882565,0.23747471,0.0328045,0.09726273
